zip,primary_city,state,county,latitude,longitude,irs_estimated_population
70073,Marrero,LA,Jefferson Parish,29.88,-90.11,1630
70075,Meraux,LA,St. Bernard Parish,29.93,-89.92,4730
70076,Mount Airy,LA,St. John the Baptist Parish,30.06,-90.64,230
70078,New Sarpy,LA,St. Charles Parish,29.97,-90.38,750
70079,Norco,LA,St. Charles Parish,30,-90.4,2690
70080,Paradis,LA,St. Charles Parish,29.87,-90.44,1330
70081,Pilottown,LA,Plaquemines Parish,29.3,-89.3,0
70082,Pointe A La Hache,LA,Plaquemines Parish,29.55,-89.74,396
70083,Port Sulphur,LA,Plaquemines Parish,29.46,-89.89,2070
70084,Reserve,LA,St. John the Baptist Parish,30.07,-90.56,5840
70085,Saint Bernard,LA,St. Bernard Parish,29.84,-89.74,3460
70086,Saint James,LA,St. James Parish,30.04,-90.87,1640
70087,Saint Rose,LA,St. Charles Parish,29.98,-90.32,6730
70090,Vacherie,LA,St. James Parish,29.96,-90.71,6720
70091,Venice,LA,Plaquemines Parish,29.27,-89.35,250
70092,Violet,LA,St. Bernard Parish,29.89,-89.89,6080
70093,Belle Chasse,LA,Plaquemines Parish,29.85,-89.99,0
70094,Westwego,LA,Jefferson Parish,29.9,-90.14,25680
70096,Westwego,LA,Jefferson Parish,29.9,-90.14,721
70097,Kenner,LA,Jefferson Parish,30.03,-90.24,0
70112,New Orleans,LA,Orleans Parish,29.96,-90.08,2910
70113,New Orleans,LA,Orleans Parish,29.94,-90.08,5220
70114,New Orleans,LA,Orleans Parish,29.94,-90.03,16820
70115,New Orleans,LA,Orleans Parish,29.92,-90.1,23610
70116,New Orleans,LA,Orleans Parish,29.97,-90.06,6600
70117,New Orleans,LA,Orleans Parish,29.97,-90.03,19450
70118,New Orleans,LA,Orleans Parish,29.94,-90.13,20980
70119,New Orleans,LA,Orleans Parish,29.98,-90.09,24290
70121,New Orleans,LA,Jefferson Parish,29.96,-90.16,8750
70122,New Orleans,LA,Orleans Parish,30.01,-90.06,26730
70123,New Orleans,LA,Jefferson Parish,29.95,-90.21,23370
70124,New Orleans,LA,Orleans Parish,30.01,-90.1,19660
70125,New Orleans,LA,Orleans Parish,29.95,-90.1,11220
70126,New Orleans,LA,Orleans Parish,30.02,-90.02,22740
70127,New Orleans,LA,Orleans Parish,30.02,-89.98,18200
70128,New Orleans,LA,Orleans Parish,30.05,-89.96,15090
70129,New Orleans,LA,Orleans Parish,30.06,-89.93,7650
70130,New Orleans,LA,Orleans Parish,29.94,-90.07,9900
70131,New Orleans,LA,Orleans Parish,29.91,-89.96,21890
70139,New Orleans,LA,Orleans Parish,29.95,-90.07,54
70140,New Orleans,LA,Orleans Parish,29.95,-90.07,28
70141,New Orleans,LA,Orleans Parish,30.06,-89.93,0
70142,New Orleans,LA,Orleans Parish,30.06,-89.93,26
70143,New Orleans,LA,Orleans Parish,30.06,-89.93,62
70145,New Orleans,LA,Orleans Parish,30.06,-89.93,0
70146,New Orleans,LA,Orleans Parish,30.06,-89.93,74
70148,New Orleans,LA,Orleans Parish,30.06,-89.93,64
70149,New Orleans,LA,Orleans Parish,29.95,-90.07,0
70150,New Orleans,LA,Orleans Parish,30.06,-89.93,291
70151,New Orleans,LA,Orleans Parish,30.06,-89.93,282
70152,New Orleans,LA,Orleans Parish,30.06,-89.93,211
70153,New Orleans,LA,Orleans Parish,30.06,-89.93,180
70154,New Orleans,LA,Orleans Parish,30.06,-89.93,0
70156,New Orleans,LA,Orleans Parish,30.06,-89.93,242
70157,New Orleans,LA,Orleans Parish,30.06,-89.93,199
70158,New Orleans,LA,Orleans Parish,30.06,-89.93,288
70159,New Orleans,LA,Orleans Parish,30.06,-89.93,0
70160,New Orleans,LA,Orleans Parish,30.06,-89.93,25
70161,New Orleans,LA,Orleans Parish,30.06,-89.93,94
70162,New Orleans,LA,Orleans Parish,30.06,-89.93,0
70163,New Orleans,LA,Orleans Parish,29.95,-90.08,99
70164,New Orleans,LA,Orleans Parish,30.06,-89.93,0
70165,New Orleans,LA,Orleans Parish,30.06,-89.93,0
70166,New Orleans,LA,Orleans Parish,30.06,-89.93,0
70167,New Orleans,LA,Orleans Parish,30.06,-89.93,0
70170,New Orleans,LA,Orleans Parish,30.06,-89.93,174
70172,New Orleans,LA,Orleans Parish,30.06,-89.93,226
70174,New Orleans,LA,Orleans Parish,30.06,-89.93,1753
70175,New Orleans,LA,Orleans Parish,30.06,-89.93,776
70176,New Orleans,LA,Orleans Parish,30.06,-89.93,54
70177,New Orleans,LA,Orleans Parish,30.06,-89.93,578
70178,New Orleans,LA,Orleans Parish,30.06,-89.93,175
70179,New Orleans,LA,Orleans Parish,30.06,-89.93,884
70181,New Orleans,LA,Orleans Parish,30.06,-89.93,275
70182,New Orleans,LA,Orleans Parish,30.06,-89.93,490
70183,New Orleans,LA,Orleans Parish,30.06,-89.93,343
70184,New Orleans,LA,Orleans Parish,30.06,-89.93,71
70185,New Orleans,LA,Orleans Parish,30.06,-89.93,625
70186,New Orleans,LA,Orleans Parish,30.06,-89.93,164
70187,New Orleans,LA,Orleans Parish,30.06,-89.93,678
70189,New Orleans,LA,Orleans Parish,30.06,-89.93,84
70190,New Orleans,LA,Orleans Parish,30.06,-89.93,52
70195,New Orleans,LA,Orleans Parish,30.06,-89.93,0
70301,Thibodaux,LA,Lafourche Parish,29.79,-90.82,37220
70302,Thibodaux,LA,Lafourche Parish,29.79,-90.82,1495
70310,Thibodaux,LA,Lafourche Parish,29.79,-90.82,96
70339,Pierre Part,LA,Assumption Parish,29.95,-91.2,4530
70340,Amelia,LA,St Mary Parish,29.67,-91.11,1809
70341,Belle Rose,LA,Assumption Parish,30.03,-91.04,2670
70342,Berwick,LA,St. Mary Parish,29.7,-91.23,4090
70343,Bourg,LA,Terrebonne Parish,29.55,-90.61,5050
70344,Chauvin,LA,Terrebonne Parish,29.44,-90.59,4210
70345,Cut Off,LA,Lafourche Parish,29.52,-90.33,7720
70346,Donaldsonville,LA,Ascension Parish,30.09,-90.99,8660
70352,Donner,LA,Terrebonne Parish,29.68,-90.94,183
70353,Dulac,LA,Terrebonne Parish,29.36,-90.7,850
70354,Galliano,LA,Lafourche Parish,29.43,-90.3,3560
70355,Gheens,LA,Lafourche Parish,29.69,-90.49,780
70356,Gibson,LA,Terrebonne Parish,29.63,-90.97,1720
70357,Golden Meadow,LA,Lafourche Parish,29.38,-90.27,2050
70358,Grand Isle,LA,Jefferson Parish,29.24,-89.98,810
70359,Gray,LA,Terrebonne Parish,29.67,-90.78,8230
70360,Houma,LA,Terrebonne Parish,29.58,-90.81,23690
70361,Houma,LA,Terrebonne Parish,29.57,-90.7,2048
70363,Houma,LA,Terrebonne Parish,29.57,-90.7,20320
70364,Houma,LA,Terrebonne Parish,29.63,-90.68,24450
70371,Kraemer,LA,Lafourche Parish,29.81,-90.74,0
70372,Labadieville,LA,Assumption Parish,29.82,-90.95,2200
70373,Larose,LA,Lafourche Parish,29.57,-90.37,5610
70374,Lockport,LA,Lafourche Parish,29.64,-90.53,5590
70375,Mathews,LA,Lafourche Parish,29.69,-90.53,400
70377,Montegut,LA,Terrebonne Parish,29.46,-90.55,3060
70380,Morgan City,LA,St. Mary Parish,29.73,-91.13,15730
70381,Morgan City,LA,St. Mary Parish,29.7,-91.19,2353
70390,Napoleonville,LA,Assumption Parish,29.93,-91.02,5480
70391,Paincourtville,LA,Assumption Parish,29.99,-91.06,915
70392,Patterson,LA,St. Mary Parish,29.69,-91.3,7020
70393,Plattenville,LA,Assumption Parish,29.99,-91.01,720
70394,Raceland,LA,Lafourche Parish,29.71,-90.59,11870
70395,Schriever,LA,Terrebonne Parish,29.73,-90.82,4450
70397,Theriot,LA,Terrebonne Parish,29.39,-90.79,1060
70401,Hammond,LA,Tangipahoa Parish,30.53,-90.46,14090
70402,Hammond,LA,Tangipahoa Parish,30.52,-90.47,170
70403,Hammond,LA,Tangipahoa Parish,30.5,-90.46,22150
70404,Hammond,LA,Tangipahoa Parish,30.5,-90.46,2838
70420,Abita Springs,LA,St. Tammany Parish,30.47,-90.03,7520
70421,Akers,LA,Tangipahoa Parish,30.38,-90.4,72
70422,Amite,LA,Tangipahoa Parish,30.73,-90.51,10450
70426,Angie,LA,Washington Parish,30.96,-89.81,3590
70427,Bogalusa,LA,Washington Parish,30.78,-89.86,13030
70429,Bogalusa,LA,Washington Parish,30.78,-89.86,847
70431,Bush,LA,St. Tammany Parish,30.6,-89.9,4620
70433,Covington,LA,St. Tammany Parish,30.47,-90.11,34040
70434,Covington,LA,St. Tammany Parish,30.47,-90.11,2544
70435,Covington,LA,St. Tammany Parish,30.57,-90.1,17560
70436,Fluker,LA,Tangipahoa Parish,30.82,-90.53,480
70437,Folsom,LA,St. Tammany Parish,30.63,-90.19,6640
70438,Franklinton,LA,Washington Parish,30.84,-90.14,14880
70441,Greensburg,LA,St. Helena Parish,30.82,-90.67,4080
70442,Husser,LA,Tangipahoa Parish,30.7,-90.32,370
70443,Independence,LA,Tangipahoa Parish,30.63,-90.5,8600
70444,Kentwood,LA,Tangipahoa Parish,30.93,-90.51,7800
70445,Lacombe,LA,St. Tammany Parish,30.3,-89.92,9180
70446,Loranger,LA,Tangipahoa Parish,30.57,-90.34,5760
70447,Madisonville,LA,St. Tammany Parish,30.39,-90.16,16200
70448,Mandeville,LA,St. Tammany Parish,30.37,-90.08,23200
70449,Maurepas,LA,Livingston Parish,30.25,-90.66,2780
70450,Mount Hermon,LA,Washington Parish,30.95,-90.27,2100
70451,Natalbany,LA,Tangipahoa Parish,30.55,-90.48,2485
70452,Pearl River,LA,St. Tammany Parish,30.37,-89.74,11070
70453,Pine Grove,LA,St. Helena Parish,30.7,-90.77,1010
70454,Ponchatoula,LA,Tangipahoa Parish,30.43,-90.44,27240
70455,Robert,LA,Tangipahoa Parish,30.5,-90.34,1770
70456,Roseland,LA,Tangipahoa Parish,30.76,-90.51,2220
70457,Saint Benedict,LA,St. Tammany Parish,30.55,-90.1,0
70458,Slidell,LA,St. Tammany Parish,30.28,-89.77,31670
70459,Slidell,LA,St. Tammany Parish,30.28,-89.77,1601
70460,Slidell,LA,St. Tammany Parish,30.3,-89.84,18760
70461,Slidell,LA,St. Tammany Parish,30.23,-89.72,26120
70462,Springfield,LA,Livingston Parish,30.42,-90.54,4830
70463,Sun,LA,St. Tammany Parish,30.66,-89.9,290
70464,Talisheek,LA,St. Tammany Parish,30.55,-89.92,245
70465,Tangipahoa,LA,Tangipahoa Parish,30.87,-90.51,794
70466,Tickfaw,LA,Tangipahoa Parish,30.57,-90.48,6590
70467,Varnado,LA,Washington Parish,30.96,-89.81,96
70469,Slidell,LA,St. Tammany Parish,30.28,-89.77,828
70470,Mandeville,LA,St Tammany Parish,30.37,-90.08,1461
70471,Mandeville,LA,St. Tammany Parish,30.41,-90.06,20990
70500,Lafayette,LA,Lafayette Parish,30.22,-92.01,0
70501,Lafayette,LA,Lafayette Parish,30.24,-91.99,22070
70502,Lafayette,LA,Lafayette Parish,30.21,-92.02,896
70503,Lafayette,LA,Lafayette Parish,30.21,-92.02,23550
70504,Lafayette,LA,Lafayette Parish,30.21,-92.02,425
70505,Lafayette,LA,Lafayette Parish,30.21,-92.02,1235
70506,Lafayette,LA,Lafayette Parish,30.2,-92.08,30650
70507,Lafayette,LA,Lafayette Parish,30.28,-92.03,15320
70508,Lafayette,LA,Lafayette Parish,30.16,-92.03,33920
70509,Lafayette,LA,Lafayette Parish,30.21,-92.02,1576
70510,Abbeville,LA,Vermilion Parish,29.97,-92.12,20130
70511,Abbeville,LA,Vermilion Parish,29.97,-92.12,1660
70512,Arnaudville,LA,St. Landry Parish,30.4,-91.93,8740
70513,Avery Island,LA,Iberia Parish,29.9,-91.91,223
70514,Baldwin,LA,St. Mary Parish,29.83,-91.55,2210
70515,Basile,LA,Evangeline Parish,30.48,-92.6,3000
70516,Branch,LA,Acadia Parish,30.34,-92.26,1490
70517,Breaux Bridge,LA,St. Martin Parish,30.27,-91.9,23300
70518,Broussard,LA,Lafayette Parish,30.15,-91.97,14700
70519,Cade,LA,St. Martin Parish,30.08,-91.9,545
70520,Carencro,LA,Lafayette Parish,30.33,-92.03,18000
70521,Cecilia,LA,St Martin Parish,30.33,-91.84,977
70522,Centerville,LA,St Mary Parish,29.76,-91.42,1052
70523,Charenton,LA,St. Mary Parish,29.88,-91.47,1385
70524,Chataignier,LA,Evangeline Parish,30.56,-92.31,409
70525,Church Point,LA,Acadia Parish,30.4,-92.21,11510
70526,Crowley,LA,Acadia Parish,30.21,-92.37,13610
70527,Crowley,LA,Acadia Parish,30.21,-92.37,1904
70528,Delcambre,LA,Vermilion Parish,29.95,-91.98,2300
70529,Duson,LA,Lafayette Parish,30.23,-92.19,9910
70531,Egan,LA,Acadia Parish,30.23,-92.5,1310
70532,Elton,LA,Jefferson Davis Parish,30.48,-92.69,2470
70533,Erath,LA,Vermilion Parish,29.95,-92.03,6250
70534,Estherwood,LA,Acadia Parish,30.23,-92.43,839
70535,Eunice,LA,St. Landry Parish,30.49,-92.41,15420
70537,Evangeline,LA,Acadia Parish,30.26,-92.57,510
70538,Franklin,LA,St. Mary Parish,29.8,-91.51,10420
70540,Garden City,LA,St Mary Parish,29.73,-91.46,203
70541,Grand Coteau,LA,St. Landry Parish,30.43,-92.05,966
70542,Gueydan,LA,Vermilion Parish,30.02,-92.5,2580
70543,Iota,LA,Acadia Parish,30.32,-92.49,3450
70544,Jeanerette,LA,Iberia Parish,29.91,-91.67,9360
70546,Jennings,LA,Jefferson Davis Parish,30.22,-92.65,13450
70548,Kaplan,LA,Vermilion Parish,30,-92.28,8430
70549,Lake Arthur,LA,Jefferson Davis Parish,30.07,-92.8,3130
70550,Lawtell,LA,St. Landry Parish,30.52,-92.19,892
70551,Leonville,LA,St Landry Parish,30.46,-91.98,890
70552,Loreauville,LA,Iberia Parish,30.07,-91.67,1540
70554,Mamou,LA,Evangeline Parish,30.63,-92.41,4540
70555,Maurice,LA,Vermilion Parish,30.1,-92.12,7920
70556,Mermentau,LA,Acadia Parish,30.19,-92.56,758
70558,Milton,LA,Lafayette Parish,30.1,-92.08,528
70559,Morse,LA,Acadia Parish,30.12,-92.49,2000
70560,New Iberia,LA,Iberia Parish,30,-91.81,31290
70562,New Iberia,LA,Iberia Parish,30,-91.81,2509
70563,New Iberia,LA,Iberia Parish,30.02,-91.71,16500
70569,Lydia,LA,Iberia Parish,29.92,-91.78,818
70570,Opelousas,LA,St. Landry Parish,30.52,-92.08,31040
70571,Opelousas,LA,St. Landry Parish,30.52,-92.08,2192
70575,Perry,LA,Vermilion Parish,29.95,-92.16,301
70576,Pine Prairie,LA,Evangeline Parish,30.78,-92.42,1295
70577,Port Barre,LA,St. Landry Parish,30.55,-91.95,4320
70578,Rayne,LA,Acadia Parish,30.23,-92.26,14610
70580,Reddell,LA,Evangeline Parish,30.68,-92.43,359
70581,Roanoke,LA,Jefferson Davis Parish,30.23,-92.74,850
70582,Saint Martinville,LA,St. Martin Parish,30.12,-91.83,16520
70583,Scott,LA,Lafayette Parish,30.23,-92.09,10470
70584,Sunset,LA,St. Landry Parish,30.4,-92.06,6490
70585,Turkey Creek,LA,Evangeline Parish,30.88,-92.41,659
70586,Ville Platte,LA,Evangeline Parish,30.69,-92.28,16050
70589,Washington,LA,St. Landry Parish,30.61,-92.05,3150
70591,Welsh,LA,Jefferson Davis Parish,30.23,-92.81,4570
70592,Youngsville,LA,Lafayette Parish,30.09,-91.99,26260
70593,Lafayette,LA,Lafayette Parish,30.21,-92.02,0
70595,Lafayette,LA,Lafayette Parish,30.22,-92.02,0
70596,Lafayette,LA,Lafayette Parish,30.21,-92.02,1121
70598,Lafayette,LA,Lafayette Parish,30.21,-92.02,904
70601,Lake Charles,LA,Calcasieu Parish,30.21,-93.2,26100
70602,Lake Charles,LA,Calcasieu Parish,30.21,-93.2,1291
70605,Lake Charles,LA,Calcasieu Parish,30.13,-93.27,31630
70606,Lake Charles,LA,Calcasieu Parish,30.21,-93.2,1286
70607,Lake Charles,LA,Calcasieu Parish,30.04,-93.19,22550
70609,Lake Charles,LA,Calcasieu Parish,30.21,-93.2,133
70611,Lake Charles,LA,Calcasieu Parish,30.35,-93.2,19140
70612,Lake Charles,LA,Calcasieu Parish,30.21,-93.2,913
70615,Lake Charles,LA,Calcasieu Parish,30.26,-93.13,10730
70616,Lake Charles,LA,Calcasieu Parish,30.21,-93.2,690
70629,Lake Charles,LA,Calcasieu Parish,30.21,-93.2,0
70630,Bell City,LA,Calcasieu Parish,30.11,-92.96,1360
70631,Cameron,LA,Cameron Parish,29.79,-93.29,920
70632,Creole,LA,Cameron Parish,29.84,-93.06,320
70633,Dequincy,LA,Calcasieu Parish,30.37,-93.4,6740
70634,Deridder,LA,Beauregard Parish,30.77,-93.24,20870
70637,Dry Creek,LA,Allen Parish,30.66,-93.04,800
70638,Elizabeth,LA,Allen Parish,30.86,-92.79,840
70639,Evans,LA,Vernon Parish,30.98,-93.5,490
70640,Fenton,LA,Jefferson Davis Parish,30.37,-92.9,392
70643,Grand Chenier,LA,Cameron Parish,29.76,-92.97,260
70644,Grant,LA,Allen Parish,30.78,-92.94,295
70645,Hackberry,LA,Cameron Parish,29.96,-93.43,1060
70646,Hayes,LA,Calcasieu Parish,30.1,-92.92,699
70647,Iowa,LA,Calcasieu Parish,30.23,-93.01,10040
70648,Kinder,LA,Allen Parish,30.48,-92.84,5690
70650,Lacassine,LA,Jefferson Davis Parish,30.23,-92.92,488
70651,Leblanc,LA,Allen Parish,30.5,-92.94,299
70652,Longville,LA,Beauregard Parish,30.6,-93.23,2250
70653,Merryville,LA,Beauregard Parish,30.75,-93.53,2330
70654,Mittie,LA,Allen Parish,30.66,-92.88,370
70655,Oberlin,LA,Allen Parish,30.61,-92.76,2350
70656,Pitkin,LA,Vernon Parish,30.93,-92.93,3140
70657,Ragley,LA,Beauregard Parish,30.51,-93.23,4920
70658,Reeves,LA,Allen Parish,30.51,-93.04,870
70659,Rosepine,LA,Vernon Parish,30.92,-93.28,2066
70660,Singer,LA,Beauregard Parish,30.65,-93.41,1370
70661,Starks,LA,Calcasieu Parish,30.31,-93.66,1630
70662,Sugartown,LA,Beauregard Parish,30.83,-93.01,360
70663,Sulphur,LA,Calcasieu Parish,30.22,-93.35,23520
70664,Sulphur,LA,Calcasieu Parish,30.22,-93.35,1540
70665,Sulphur,LA,Calcasieu Parish,30.12,-93.45,10730
70668,Vinton,LA,Calcasieu Parish,30.19,-93.58,5270
70669,Westlake,LA,Calcasieu Parish,30.25,-93.25,8030
70704,Baker,LA,East Baton Rouge Parish,30.58,-91.15,791
70706,Denham Springs,LA,Livingston Parish,30.61,-90.91,19490
70707,Gonzales,LA,Ascension Parish,30.21,-90.92,1687
70710,Addis,LA,West Baton Rouge Parish,30.35,-91.26,5520
70711,Albany,LA,Livingston Parish,30.52,-90.61,4710
70712,Angola,LA,West Feliciana Parish,30.96,-91.6,432
70714,Baker,LA,East Baton Rouge Parish,30.58,-91.15,15400
70715,Batchelor,LA,Pointe Coupee Parish,30.84,-91.66,980
70718,Brittany,LA,Ascension Parish,30.2,-90.93,368
70719,Brusly,LA,West Baton Rouge Parish,30.39,-91.25,4070
70721,Carville,LA,Iberville Parish,30.22,-91.1,620
70722,Clinton,LA,East Feliciana Parish,30.86,-91.01,5230
70723,Convent,LA,St. James Parish,30.02,-90.82,1200
70725,Darrow,LA,Ascension Parish,30.14,-90.94,1600
70726,Denham Springs,LA,Livingston Parish,30.47,-90.95,47570
70727,Denham Springs,LA,Livingston Parish,30.47,-90.95,1666
70728,Duplessis,LA,Ascension Parish,30.29,-90.93,404
70729,Erwinville,LA,West Baton Rouge Parish,30.59,-91.34,980
70730,Ethel,LA,East Feliciana Parish,30.81,-91.11,3010
70732,Fordoche,LA,Pointe Coupee Parish,30.59,-91.61,990
70733,French Settlement,LA,Livingston Parish,30.31,-90.8,1580
70734,Geismar,LA,Ascension Parish,30.23,-91.01,7720
70736,Glynn,LA,Pointe Coupee Parish,30.63,-91.33,450
70737,Gonzales,LA,Ascension Parish,30.21,-90.92,39110
70738,Burnside,LA,Ascension Parish,30.23,-90.93,0
70739,Greenwell Springs,LA,East Baton Rouge Parish,30.52,-91,11660
70740,Grosse Tete,LA,Iberville Parish,30.41,-91.43,1150
70743,Hester,LA,St. James Parish,30.03,-90.78,299
70744,Holden,LA,Livingston Parish,30.58,-90.67,4420
70747,Innis,LA,Pointe Coupee Parish,30.88,-91.69,175
70748,Jackson,LA,East Feliciana Parish,30.83,-91.21,3640
70749,Jarreau,LA,Pointe Coupee Parish,30.63,-91.41,1220
70750,Krotz Springs,LA,St. Landry Parish,30.53,-91.75,1520
70752,Lakeland,LA,Pointe Coupee Parish,30.59,-91.41,790
70753,Lettsworth,LA,Pointe Coupee Parish,30.93,-91.7,710
70754,Livingston,LA,Livingston Parish,30.5,-90.74,9870
70755,Livonia,LA,Pointe Coupee Parish,30.56,-91.55,1760
70756,Lottie,LA,Pointe Coupee Parish,30.55,-91.64,430
70757,Maringouin,LA,Iberville Parish,30.49,-91.51,2480
70759,Morganza,LA,Pointe Coupee Parish,30.73,-91.59,1230
70760,New Roads,LA,Pointe Coupee Parish,30.69,-91.45,5770
70761,Norwood,LA,East Feliciana Parish,30.96,-91.1,650
70762,Oscar,LA,Pointe Coupee Parish,30.58,-91.47,960
70763,Paulina,LA,St. James Parish,30.04,-90.74,3920
70764,Plaquemine,LA,Iberville Parish,30.28,-91.24,13610
70765,Plaquemine,LA,Iberville Parish,30.28,-91.24,1101
70767,Port Allen,LA,West Baton Rouge Parish,30.45,-91.2,12700
70769,Prairieville,LA,Ascension Parish,30.3,-90.97,42640
70770,Pride,LA,East Baton Rouge Parish,30.64,-91,3700
70772,Rosedale,LA,Iberville Parish,30.44,-91.45,680
70773,Rougon,LA,Pointe Coupee Parish,30.61,-91.36,142
70774,Saint Amant,LA,Ascension Parish,30.19,-90.78,9040
70775,Saint Francisville,LA,West Feliciana Parish,30.78,-91.37,8190
70776,Saint Gabriel,LA,Iberville Parish,30.28,-91.07,3020
70777,Slaughter,LA,East Feliciana Parish,30.71,-91.14,3820
70778,Sorrento,LA,Ascension Parish,30.18,-90.86,2700
70780,Sunshine,LA,Iberville Parish,30.29,-91.17,860
70782,Tunica,LA,West Feliciana Parish,30.93,-91.56,338
70783,Ventress,LA,Pointe Coupee Parish,30.69,-91.4,2140
70784,Wakefield,LA,West Feliciana Parish,30.88,-91.35,391
70785,Walker,LA,Livingston Parish,30.48,-90.86,19350
70786,Watson,LA,Livingston Parish,30.57,-90.95,854
70787,Weyanoke,LA,West Feliciana Parish,30.96,-91.44,279
70788,White Castle,LA,Iberville Parish,30.16,-91.14,3400
70789,Wilson,LA,East Feliciana Parish,30.91,-91.11,500
70791,Zachary,LA,East Baton Rouge Parish,30.66,-91.15,26080
70792,Uncle Sam,LA,St James Parish,30.02,-90.78,0
70801,Baton Rouge,LA,East Baton Rouge Parish,30.45,-91.19,170
70802,Baton Rouge,LA,East Baton Rouge Parish,30.44,-91.18,15880
70803,Baton Rouge,LA,East Baton Rouge Parish,30.41,-91.18,91
70804,Baton Rouge,LA,East Baton Rouge Parish,30.44,-91.12,144
70805,Baton Rouge,LA,East Baton Rouge Parish,30.49,-91.16,20700
70806,Baton Rouge,LA,East Baton Rouge Parish,30.44,-91.12,21670
70807,Baton Rouge,LA,East Baton Rouge Parish,30.54,-91.22,11390
70808,Baton Rouge,LA,East Baton Rouge Parish,30.4,-91.14,24270
70809,Baton Rouge,LA,East Baton Rouge Parish,30.39,-91.07,20650
70810,Baton Rouge,LA,East Baton Rouge Parish,30.33,-91.09,36300
70811,Baton Rouge,LA,East Baton Rouge Parish,30.54,-91.13,10900
70812,Baton Rouge,LA,East Baton Rouge Parish,30.5,-91.11,8990
70813,Baton Rouge,LA,East Baton Rouge Parish,30.44,-91.12,106
70814,Baton Rouge,LA,East Baton Rouge Parish,30.49,-91.07,11920
70815,Baton Rouge,LA,East Baton Rouge Parish,30.46,-91.07,23930
70816,Baton Rouge,LA,East Baton Rouge Parish,30.43,-91.02,34820
70817,Baton Rouge,LA,East Baton Rouge Parish,30.38,-90.98,31740
70818,Baton Rouge,LA,East Baton Rouge Parish,30.54,-91.05,8800
70819,Baton Rouge,LA,East Baton Rouge Parish,30.47,-91.01,3800
70820,Baton Rouge,LA,East Baton Rouge Parish,30.37,-91.2,10350
70821,Baton Rouge,LA,East Baton Rouge Parish,30.44,-91.12,1656
70822,Baton Rouge,LA,East Baton Rouge Parish,30.44,-91.12,0
70823,Baton Rouge,LA,East Baton Rouge Parish,30.44,-91.12,0
70825,Baton Rouge,LA,East Baton Rouge Parish,30.44,-91.12,0
70826,Baton Rouge,LA,East Baton Rouge Parish,30.44,-91.12,0
70827,Baton Rouge,LA,East Baton Rouge Parish,30.44,-91.12,0
70831,Baton Rouge,LA,East Baton Rouge Parish,30.44,-91.12,127
70833,Baton Rouge,LA,East Baton Rouge Parish,30.44,-91.12,0
70835,Baton Rouge,LA,East Baton Rouge Parish,30.44,-91.12,695
70836,Baton Rouge,LA,East Baton Rouge Parish,30.39,-91.09,0
70837,Baton Rouge,LA,East Baton Rouge Parish,30.44,-91.12,196
70873,Baton Rouge,LA,East Baton Rouge Parish,30.45,-91.18,0
70874,Baton Rouge,LA,East Baton Rouge Parish,30.44,-91.12,1101
70879,Baton Rouge,LA,East Baton Rouge Parish,30.44,-91.12,901
70883,Baton Rouge,LA,East Baton Rouge Parish,30.44,-91.18,0
70884,Baton Rouge,LA,East Baton Rouge Parish,30.44,-91.12,1187
70891,Baton Rouge,LA,East Baton Rouge Parish,30.45,-91.18,0
70892,Baton Rouge,LA,East Baton Rouge Parish,30.44,-91.12,932
70893,Baton Rouge,LA,East Baton Rouge Parish,30.44,-91.12,311
70894,Baton Rouge,LA,East Baton Rouge Parish,30.44,-91.12,173
70895,Baton Rouge,LA,East Baton Rouge Parish,30.44,-91.12,794
70896,Baton Rouge,LA,East Baton Rouge Parish,30.44,-91.12,1024
70898,Baton Rouge,LA,East Baton Rouge Parish,30.44,-91.12,690
71001,Arcadia,LA,Bienville Parish,32.55,-92.92,3430
71002,Ashland,LA,Natchitoches Parish,32.11,-93.11,231
71003,Athens,LA,Claiborne Parish,32.65,-93.02,840
71004,Belcher,LA,Caddo Parish,32.75,-93.83,470
71006,Benton,LA,Bossier Parish,32.69,-93.74,13690
71007,Bethany,LA,Caddo Parish,32.36,-93.99,870
71008,Bienville,LA,Bienville Parish,32.36,-92.97,560
71009,Blanchard,LA,Caddo Parish,32.59,-93.88,1039
71016,Castor,LA,Bienville Parish,32.25,-93.16,1630
71018,Cotton Valley,LA,Webster Parish,32.81,-93.42,1200
71019,Coushatta,LA,Red River Parish,32.02,-93.34,6410
71021,Cullen,LA,Webster Parish,32.97,-93.44,1065
71023,Doyline,LA,Webster Parish,32.51,-93.41,2720
71024,Dubberly,LA,Webster Parish,32.53,-93.23,1050
71027,Frierson,LA,De Soto Parish,32.23,-93.67,1730
71028,Gibsland,LA,Bienville Parish,32.53,-93.05,1140
71029,Gilliam,LA,Caddo Parish,32.82,-93.84,220
71030,Gloster,LA,De Soto Parish,32.19,-93.82,1480
71031,Goldonna,LA,Natchitoches Parish,32.02,-92.91,750
71032,Grand Cane,LA,De Soto Parish,32.08,-93.8,1810
71033,Greenwood,LA,Caddo Parish,32.44,-93.97,3010
71034,Hall Summit,LA,Red River Parish,32.17,-93.3,230
71037,Haughton,LA,Bossier Parish,32.53,-93.5,19240
71038,Haynesville,LA,Claiborne Parish,32.96,-93.13,2790
71039,Heflin,LA,Webster Parish,32.45,-93.26,1580
71040,Homer,LA,Claiborne Parish,32.79,-93.05,5390
