zip,primary_city,state,county,latitude,longitude,irs_estimated_population
501,Holtsville,NY,Suffolk County,40.81,-73.04,562
544,Holtsville,NY,Suffolk County,40.81,-73.04,0
601,Adjuntas,PR,Adjuntas Municipio,18.16,-66.72,0
602,Aguada,PR,Aguada Municipio,18.38,-67.18,0
603,Aguadilla,PR,Aguadilla Municipio,18.43,-67.15,0
604,Aguadilla,PR,,18.43,-67.15,0
605,Aguadilla,PR,,18.43,-67.15,0
606,Maricao,PR,Maricao Municipio,18.18,-66.98,0
610,Anasco,PR,Anasco Municipio,18.28,-67.14,0
611,Angeles,PR,,18.28,-66.79,0
612,Arecibo,PR,Arecibo Municipio,18.45,-66.73,0
613,Arecibo,PR,,18.45,-66.73,0
614,Arecibo,PR,,18.45,-66.73,0
616,Bajadero,PR,Arecibo Municipio,18.42,-66.67,0
617,Barceloneta,PR,Barceloneta Municipio,18.45,-66.56,0
622,Boqueron,PR,Cabo Rojo Municipio,17.99,-67.15,0
623,Cabo Rojo,PR,Cabo Rojo Municipio,18.08,-67.14,0
624,Penuelas,PR,Penuelas Municipio,18.06,-66.72,0
627,Camuy,PR,Camuy Municipio,18.48,-66.84,0
631,Castaner,PR,Lares Municipio,18.19,-66.82,0
636,Rosario,PR,,18.15,-67.06,0
637,Sabana Grande,PR,Sabana Grande Municipio,18.08,-66.96,0
638,Ciales,PR,Ciales Municipio,18.33,-66.47,0
641,Utuado,PR,Utuado Municipio,18.27,-66.7,0
646,Dorado,PR,Dorado Municipio,18.47,-66.27,0
647,Ensenada,PR,Guanica Municipio,17.96,-66.94,0
650,Florida,PR,Florida Municipio,18.36,-66.56,0
652,Garrochales,PR,Arecibo Municipio,18.45,-66.6,0
653,Guanica,PR,Guanica Municipio,17.99,-66.89,0
656,Guayanilla,PR,Guayanilla Municipio,18.02,-66.79,0
659,Hatillo,PR,Hatillo Municipio,18.48,-66.82,0
660,Hormigueros,PR,Hormigueros Municipio,18.14,-67.12,0
662,Isabela,PR,Isabela Municipio,18.5,-67.02,0
664,Jayuya,PR,Jayuya Municipio,18.22,-66.59,0
667,Lajas,PR,Lajas Municipio,18.04,-67.06,0
669,Lares,PR,Lares Municipio,18.29,-66.88,0
670,Las Marias,PR,Las Marias Municipio,18.27,-67.06,0
674,Manati,PR,Manati Municipio,18.43,-66.48,0
676,Moca,PR,Moca Municipio,18.39,-67.11,0
677,Rincon,PR,Rincon Municipio,18.34,-67.25,0
678,Quebradillas,PR,Quebradillas Municipio,18.47,-66.93,0
680,Mayaguez,PR,Mayaguez Municipio,18.2,-67.14,0
681,Mayaguez,PR,,18.2,-67.14,0
682,Mayaguez,PR,Mayaguez Municipio,18.22,-67.16,0
683,San German,PR,San German Municipio,18.08,-67.04,0
685,San Sebastian,PR,San Sebastian Municipio,18.33,-66.99,0
687,Morovis,PR,Morovis Municipio,18.32,-66.4,0
688,Sabana Hoyos,PR,Arecibo Municipio,18.38,-66.62,0
690,San Antonio,PR,Aguadilla Municipio,18.49,-67.09,0
692,Vega Alta,PR,Vega Alta Municipio,18.41,-66.32,0
693,Vega Baja,PR,Vega Baja Municipio,18.44,-66.39,0
694,Vega Baja,PR,Vega Baja Municipio,18.48,-66.39,0
698,Yauco,PR,Yauco Municipio,18.03,-66.86,0
703,Aguas Buenas,PR,Aguas Buenas Municipio,18.25,-66.1,0
704,Aguirre,PR,Salinas Municipio,17.96,-66.22,0
705,Aibonito,PR,Aibonito Municipio,18.14,-66.26,0
707,Maunabo,PR,Maunabo Municipio,18,-65.9,0
714,Arroyo,PR,Arroyo Municipio,17.97,-66.06,0
715,Mercedita,PR,Ponce Municipio,18.01,-66.56,0
716,Ponce,PR,Ponce Municipio,17.98,-66.6,0
717,Ponce,PR,Ponce Municipio,18,-66.61,0
718,Naguabo,PR,Naguabo Municipio,18.21,-65.73,0
719,Naranjito,PR,Naranjito Municipio,18.3,-66.24,0
720,Orocovis,PR,Orocovis Municipio,18.22,-66.39,0
721,Palmer,PR,,18.37,-65.77,0
723,Patillas,PR,Patillas Municipio,18,-66.01,0
725,Caguas,PR,Caguas Municipio,18.23,-66.03,0
726,Caguas,PR,,18.23,-66.03,0
727,Caguas,PR,Caguas Municipio,18.22,-66.07,0
728,Ponce,PR,Ponce Municipio,17.99,-66.66,0
729,Canovanas,PR,Canovanas Municipio,18.37,-65.9,0
730,Ponce,PR,Ponce Municipio,18.03,-66.62,0
731,Ponce,PR,Ponce Municipio,18.11,-66.63,0
732,Ponce,PR,,17.98,-66.6,0
733,Ponce,PR,,17.98,-66.6,0
734,Ponce,PR,,17.98,-66.6,0
735,Ceiba,PR,Ceiba Municipio,18.25,-65.68,0
736,Cayey,PR,Cayey Municipio,18.11,-66.16,0
737,Cayey,PR,,18.11,-66.16,0
738,Fajardo,PR,Fajardo Municipio,18.33,-65.65,0
739,Cidra,PR,Cidra Municipio,18.17,-66.15,0
740,Puerto Real,PR,Fajardo Municipio,18.33,-65.63,0
741,Punta Santiago,PR,Humacao Municipio,18.16,-65.75,0
742,Roosevelt Roads,PR,,18.27,-65.65,0
744,Rio Blanco,PR,,18.22,-65.79,0
745,Rio Grande,PR,Rio Grande Municipio,18.38,-65.83,0
751,Salinas,PR,Salinas Municipio,17.97,-66.29,0
754,San Lorenzo,PR,San Lorenzo Municipio,18.19,-65.96,0
757,Santa Isabel,PR,Santa Isabel Municipio,17.97,-66.4,0
765,Vieques,PR,Vieques Municipio,18.13,-65.44,0
766,Villalba,PR,Villalba Municipio,18.13,-66.48,0
767,Yabucoa,PR,Yabucoa Municipio,18.04,-65.87,0
769,Coamo,PR,Coamo Municipio,18.08,-66.36,0
771,Las Piedras,PR,Las Piedras Municipio,18.18,-65.86,0
772,Loiza,PR,Loiza Municipio,18.43,-65.88,0
773,Luquillo,PR,Luquillo Municipio,18.37,-65.71,0
775,Culebra,PR,Culebra Municipio,18.33,-65.3,0
777,Juncos,PR,Juncos Municipio,18.22,-65.91,0
778,Gurabo,PR,Gurabo Municipio,18.25,-65.97,0
780,Coto Laurel,PR,Ponce Municipio,18.09,-66.57,0
782,Comerio,PR,Comerio Municipio,18.22,-66.22,0
783,Corozal,PR,Corozal Municipio,18.34,-66.31,0
784,Guayama,PR,Guayama Municipio,17.97,-66.11,0
785,Guayama,PR,,17.97,-66.11,0
786,La Plata,PR,Aibonito Municipio,18.16,-66.23,0
791,Humacao,PR,Humacao Municipio,18.15,-65.81,0
792,Humacao,PR,,18.15,-65.81,0
794,Barranquitas,PR,Barranquitas Municipio,18.18,-66.3,0
795,Juana Diaz,PR,Juana Diaz Municipio,18.05,-66.5,0
801,St Thomas,VI,,18.35,-64.93,0
802,St Thomas,VI,,18.35,-64.93,0
803,St Thomas,VI,,18.35,-64.93,0
804,St Thomas,VI,,18.35,-64.93,0
805,St Thomas,VI,,18.34,-64.93,0
820,Christiansted,VI,,17.74,-64.7,0
821,Christiansted,VI,,17.74,-64.7,0
822,Christiansted,VI,,17.74,-64.7,0
823,Christiansted,VI,,17.74,-64.7,0
824,Christiansted,VI,,17.74,-64.7,0
830,St John,VI,,18.33,-64.79,0
831,St John,VI,,18.33,-64.79,0
840,Frederiksted,VI,,17.71,-64.88,0
841,Frederiksted,VI,,17.71,-64.88,0
850,Kingshill,VI,,17.76,-64.82,0
851,Kingshill,VI,,17.73,-64.8,0
901,San Juan,PR,San Juan Municipio,18.47,-66.1,0
902,San Juan,PR,,18.4,-66.06,0
906,San Juan,PR,San Juan Municipio,18.46,-66.09,0
907,San Juan,PR,San Juan Municipio,18.45,-66.08,0
908,San Juan,PR,,18.4,-66.06,0
909,San Juan,PR,San Juan Municipio,18.44,-66.07,0
910,San Juan,PR,,18.4,-66.06,0
911,San Juan,PR,San Juan Municipio,18.45,-66.06,0
912,San Juan,PR,San Juan Municipio,18.45,-66.06,0
913,San Juan,PR,San Juan Municipio,18.45,-66.04,0
914,San Juan,PR,,18.4,-66.06,0
915,San Juan,PR,San Juan Municipio,18.44,-66.05,0
916,San Juan,PR,,18.4,-66.06,0
917,San Juan,PR,San Juan Municipio,18.42,-66.05,0
918,San Juan,PR,San Juan Municipio,18.42,-66.07,0
919,San Juan,PR,,18.4,-66.06,0
920,San Juan,PR,San Juan Municipio,18.41,-66.09,0
921,San Juan,PR,San Juan Municipio,18.39,-66.09,0
922,San Juan,PR,,18.4,-66.06,0
923,San Juan,PR,San Juan Municipio,18.41,-66.04,0
924,San Juan,PR,San Juan Municipio,18.4,-66.01,0
925,San Juan,PR,San Juan Municipio,18.4,-66.05,0
926,San Juan,PR,San Juan Municipio,18.35,-66.05,0
927,San Juan,PR,San Juan Municipio,18.4,-66.06,0
928,San Juan,PR,,18.4,-66.06,0
929,San Juan,PR,San Juan,18.4,-66.06,0
930,San Juan,PR,,18.4,-66.06,0
931,San Juan,PR,San Juan,18.4,-66.06,0
933,San Juan,PR,San Juan,18.4,-66.06,0
934,Fort Buchanan,PR,Guaynabo Municipio,18.41,-66.12,0
935,San Juan,PR,San Juan,18.4,-66.06,0
936,San Juan,PR,San Juan Municipio,18.4,-66.07,0
937,San Juan,PR,San Juan,18.4,-66.06,0
939,San Juan,PR,San Juan,18.4,-66.06,0
940,San Juan,PR,,18.4,-66.06,0
949,Toa Baja,PR,Toa Baja Municipio,18.44,-66.25,0
950,Toa Baja,PR,Dorado Municipio,18.46,-66.23,0
951,Toa Baja,PR,Toa Baja Municipio,18.43,-66.25,0
952,Sabana Seca,PR,Toa Baja Municipio,18.42,-66.19,0
953,Toa Alta,PR,Toa Alta Municipio,18.39,-66.25,0
954,Toa Alta,PR,Toa Alta,18.39,-66.25,0
955,San Juan,PR,San Juan,18.4,-66.06,0
956,Bayamon,PR,Bayamon Municipio,18.32,-66.17,0
957,Bayamon,PR,Bayamon Municipio,18.37,-66.19,0
958,Bayamon,PR,Bayamon,18.28,-66.13,0
959,Bayamon,PR,Bayamon Municipio,18.39,-66.15,0
960,Bayamon,PR,Bayamon Municipio,18.42,-66.15,0
961,Bayamon,PR,Bayamon Municipio,18.41,-66.17,0
962,Catano,PR,Catano Municipio,18.44,-66.15,0
963,Catano,PR,Catano,18.43,-66.11,0
965,Guaynabo,PR,Guaynabo Municipio,18.43,-66.11,0
966,Guaynabo,PR,Guaynabo Municipio,18.4,-66.12,0
968,Guaynabo,PR,Guaynabo Municipio,18.41,-66.1,0
969,Guaynabo,PR,Guaynabo Municipio,18.38,-66.11,0
970,Guaynabo,PR,,18.38,-66.11,0
971,Guaynabo,PR,Guaynabo Municipio,18.32,-66.12,0
975,San Juan,PR,San Juan,18.4,-66.06,0
976,Trujillo Alto,PR,Trujillo Alto Municipio,18.36,-66.01,0
977,Trujillo Alto,PR,,18.36,-66.01,0
978,Saint Just,PR,San Juan,18.37,-66.01,0
979,Carolina,PR,Carolina Municipio,18.44,-66.03,0
981,Carolina,PR,Carolina,18.4,-65.98,0
982,Carolina,PR,Carolina Municipio,18.41,-65.99,0
983,Carolina,PR,Carolina Municipio,18.4,-65.98,0
984,Carolina,PR,Carolina,18.4,-65.98,0
985,Carolina,PR,Carolina Municipio,18.41,-65.95,0
986,Carolina,PR,Carolina,18.4,-65.98,0
987,Carolina,PR,Carolina Municipio,18.34,-65.94,0
988,Carolina,PR,Carolina,18.4,-65.98,0
1001,Agawam,MA,Hampden County,42.06,-72.61,15240
1002,Amherst,MA,Hampshire County,42.37,-72.52,16070
1003,Amherst,MA,Hampshire County,42.39,-72.52,184
1004,Amherst,MA,Hampshire County,42.37,-72.52,794
1005,Barre,MA,Worcester County,42.42,-72.1,4420
1007,Belchertown,MA,Hampshire County,42.27,-72.4,14520
1008,Blandford,MA,Hampden County,42.18,-72.93,1160
1009,Bondsville,MA,Hampden County,42.2,-72.34,1238
1010,Brimfield,MA,Hampden County,42.11,-72.2,3560
1011,Chester,MA,Hampden County,42.28,-72.98,1050
1012,Chesterfield,MA,Hampshire County,42.4,-72.85,630
1013,Chicopee,MA,Hampden County,42.15,-72.6,19020
1014,Chicopee,MA,Hampden County,42.17,-72.57,354
1020,Chicopee,MA,Hampden County,42.17,-72.57,25700
1021,Chicopee,MA,Hampden County,42.17,-72.57,566
1022,Chicopee,MA,Hampden County,42.2,-72.54,1720
1026,Cummington,MA,Hampshire County,42.46,-72.9,840
1027,Easthampton,MA,Hampshire County,42.26,-72.68,16210
1028,East Longmeadow,MA,Hampden County,42.06,-72.51,15560
1029,East Otis,MA,Berkshire County,42.17,-73.03,557
1030,Feeding Hills,MA,Hampden County,42.06,-72.67,10880
1031,Gilbertville,MA,Worcester County,42.33,-72.2,990
1032,Goshen,MA,Hampshire County,42.46,-72.81,470
1033,Granby,MA,Hampshire County,42.26,-72.52,5760
1034,Granville,MA,Hampden County,42.06,-72.86,1810
1035,Hadley,MA,Hampshire County,42.35,-72.58,4650
1036,Hampden,MA,Hampden County,42.06,-72.41,4700
1037,Hardwick,MA,Worcester County,42.35,-72.2,779
1038,Hatfield,MA,Hampshire County,42.37,-72.6,2300
1039,Haydenville,MA,Hampshire County,42.39,-72.7,1320
1040,Holyoke,MA,Hampden County,42.21,-72.64,29720
1041,Holyoke,MA,Hampden County,42.21,-72.64,1408
1050,Huntington,MA,Hampshire County,42.23,-72.88,2270
1053,Leeds,MA,Hampshire County,42.35,-72.71,1520
1054,Leverett,MA,Franklin County,42.45,-72.5,1680
1056,Ludlow,MA,Hampden County,42.16,-72.48,18100
1057,Monson,MA,Hampden County,42.09,-72.31,7520
1059,North Amherst,MA,Hampshire County,42.4,-72.52,70
1060,Northampton,MA,Hampshire County,42.32,-72.63,11010
1061,Northampton,MA,Hampshire County,42.32,-72.67,469
1062,Florence,MA,Hampshire County,42.32,-72.67,10010
1063,Northampton,MA,Hampshire County,42.32,-72.64,177
1066,North Hatfield,MA,Hampshire County,42.41,-72.66,402
1068,Oakham,MA,Worcester County,42.35,-72.05,1790
1069,Palmer,MA,Hampden County,42.16,-72.32,6950
1070,Plainfield,MA,Hampshire County,42.51,-72.91,530
1071,Russell,MA,Hampden County,42.18,-72.85,1440
1072,Shutesbury,MA,Franklin County,42.45,-72.4,1390
1073,Southampton,MA,Hampshire County,42.23,-72.73,6050
1074,South Barre,MA,Worcester County,42.39,-72.09,655
1075,South Hadley,MA,Hampshire County,42.26,-72.56,14610
1077,Southwick,MA,Hampden County,42.05,-72.76,8880
1079,Thorndike,MA,Hampden County,42.2,-72.33,992
1080,Three Rivers,MA,Hampden County,42.18,-72.37,1960
1081,Wales,MA,Hampden County,42.06,-72.21,1520
1082,Ware,MA,Hampshire County,42.25,-72.24,8920
1083,Warren,MA,Worcester County,42.21,-72.19,3037
1084,West Chesterfield,MA,Hampshire County,42.39,-72.88,137
1085,Westfield,MA,Hampden County,42.13,-72.75,34400
1086,Westfield,MA,Hampden County,42.13,-72.79,886
1088,West Hatfield,MA,Hampshire County,42.39,-72.64,530
1089,West Springfield,MA,Hampden County,42.12,-72.65,25250
1090,West Springfield,MA,Hampden County,42.12,-72.65,510
1092,West Warren,MA,Worcester County,42.19,-72.24,1332
1093,Whately,MA,Franklin County,42.44,-72.65,516
1094,Wheelwright,MA,Worcester County,42.35,-72.14,340
1095,Wilbraham,MA,Hampden County,42.13,-72.43,14200
1096,Williamsburg,MA,Hampshire County,42.4,-72.76,2260
1097,Woronoco,MA,Hampden County,42.18,-72.83,88
1098,Worthington,MA,Hampshire County,42.41,-72.93,1090
1101,Springfield,MA,Hampden County,42.11,-72.53,2038
1102,Springfield,MA,Hampden County,42.11,-72.53,0
1103,Springfield,MA,Hampden County,42.1,-72.59,1660
1104,Springfield,MA,Hampden County,42.13,-72.57,19740
1105,Springfield,MA,Hampden County,42.1,-72.58,7930
1106,Longmeadow,MA,Hampden County,42.04,-72.57,15310
1107,Springfield,MA,Hampden County,42.12,-72.61,8170
1108,Springfield,MA,Hampden County,42.08,-72.56,22420
1109,Springfield,MA,Hampden County,42.11,-72.53,22080
1111,Springfield,MA,Hampden County,42.11,-72.53,0
1115,Springfield,MA,Hampden County,42.11,-72.53,25
1116,Longmeadow,MA,Hampden County,42.04,-72.57,82
1118,Springfield,MA,Hampden County,42.09,-72.53,13060
1119,Springfield,MA,Hampden County,42.12,-72.51,10910
1128,Springfield,MA,Hampden County,42.09,-72.49,2560
1129,Springfield,MA,Hampden County,42.12,-72.49,6490
1133,Springfield,MA,Hampden County,42.1,-72.59,0
1138,Springfield,MA,Hampden County,42.11,-72.53,688
1139,Springfield,MA,Hampden County,42.11,-72.53,467
1144,Springfield,MA,Hampden County,42.11,-72.53,0
1151,Indian Orchard,MA,Hampden County,42.15,-72.51,7700
1152,Springfield,MA,Hampden County,42.11,-72.53,0
1195,Springfield,MA,Hampden County,42.1,-72.58,0
1199,Springfield,MA,Hampden County,42.12,-72.6,0
1201,Pittsfield,MA,Berkshire County,42.45,-73.26,37180
1202,Pittsfield,MA,Berkshire County,42.45,-73.26,1387
1203,Pittsfield,MA,Berkshire County,42.45,-73.26,0
1220,Adams,MA,Berkshire County,42.62,-73.11,7100
1222,Ashley Falls,MA,Berkshire County,42.05,-73.33,720
1223,Becket,MA,Berkshire County,42.33,-73.07,2010
1224,Berkshire,MA,Berkshire County,42.51,-73.2,160
1225,Cheshire,MA,Berkshire County,42.55,-73.15,2930
1226,Dalton,MA,Berkshire County,42.47,-73.16,5710
1227,Dalton,MA,Berkshire County,42.47,-73.16,262
1229,Glendale,MA,Berkshire County,42.28,-73.34,163
1230,Great Barrington,MA,Berkshire County,42.19,-73.35,6170
1235,Hinsdale,MA,Berkshire County,42.42,-73.07,2470
1236,Housatonic,MA,Berkshire County,42.27,-73.38,1420
1237,Lanesborough,MA,Berkshire County,42.51,-73.22,2700
1238,Lee,MA,Berkshire County,42.3,-73.25,5090
1240,Lenox,MA,Berkshire County,42.35,-73.28,4030
1242,Lenox Dale,MA,Berkshire County,42.33,-73.25,559
1243,Middlefield,MA,Hampshire County,42.35,-73.01,315
1244,Mill River,MA,Berkshire County,42.12,-73.26,328
1245,Monterey,MA,Berkshire County,42.18,-73.21,660
1247,North Adams,MA,Berkshire County,42.68,-73.11,11340
1252,North Egremont,MA,Berkshire County,42.17,-73.44,281
1253,Otis,MA,Berkshire County,42.21,-73.11,720
1254,Richmond,MA,Berkshire County,42.37,-73.36,1000
1255,Sandisfield,MA,Berkshire County,42.11,-73.13,610
1256,Savoy,MA,Berkshire County,42.56,-73.02,600
1257,Sheffield,MA,Berkshire County,42.1,-73.34,2080
1258,South Egremont,MA,Berkshire County,42.11,-73.46,580
1259,Southfield,MA,Berkshire County,42.07,-73.23,430
1260,South Lee,MA,Berkshire County,42.3,-73.34,254
1262,Stockbridge,MA,Berkshire County,42.3,-73.32,1342
1263,Stockbridge,MA,Berkshire County,42.3,-73.32,0
1264,Tyringham,MA,Berkshire County,42.24,-73.19,198
1266,West Stockbridge,MA,Berkshire County,42.31,-73.39,1190
1267,Williamstown,MA,Berkshire County,42.7,-73.2,5220
1270,Windsor,MA,Berkshire County,42.51,-73.04,700
1301,Greenfield,MA,Franklin County,42.58,-72.59,13940
1302,Greenfield,MA,Franklin County,42.58,-72.59,502
1330,Ashfield,MA,Franklin County,42.53,-72.78,1280
1331,Athol,MA,Worcester County,42.59,-72.23,11340
1337,Bernardston,MA,Franklin County,42.66,-72.55,2470
1338,Buckland,MA,Franklin County,42.57,-72.82,210
1339,Charlemont,MA,Franklin County,42.63,-72.88,1200
1340,Colrain,MA,Franklin County,42.66,-72.68,1510
1341,Conway,MA,Franklin County,42.51,-72.68,1470
1342,Deerfield,MA,Franklin County,42.55,-72.6,1320
1343,Drury,MA,Berkshire County,42.66,-72.98,153
1344,Erving,MA,Franklin County,42.6,-72.4,1420
1346,Heath,MA,Franklin County,42.66,-72.83,330
1347,Lake Pleasant,MA,Franklin County,42.56,-72.52,165
1349,Millers Falls,MA,Franklin County,42.56,-72.48,750
1350,Monroe Bridge,MA,Franklin County,42.72,-72.98,35
1351,Montague,MA,Franklin County,42.53,-72.53,2080
1354,Gill,MA,Franklin County,42.62,-72.51,1410
1355,New Salem,MA,Franklin County,42.5,-72.33,850
1360,Northfield,MA,Franklin County,42.7,-72.43,2690
1364,Orange,MA,Franklin County,42.59,-72.3,6330
1366,Petersham,MA,Worcester County,42.48,-72.18,1090
1367,Rowe,MA,Franklin County,42.7,-72.9,410
1368,Royalston,MA,Worcester County,42.68,-72.18,1090
1370,Shelburne Falls,MA,Franklin County,42.6,-72.74,3500
1373,South Deerfield,MA,Franklin County,42.47,-72.59,4030
1375,Sunderland,MA,Franklin County,42.46,-72.58,2750
1376,Turners Falls,MA,Franklin County,42.59,-72.55,4270
1378,Warwick,MA,Franklin County,42.68,-72.33,650
1379,Wendell,MA,Franklin County,42.55,-72.4,690
1380,Wendell Depot,MA,Franklin County,42.58,-72.37,81
1420,Fitchburg,MA,Worcester County,42.58,-71.81,34250
1430,Ashburnham,MA,Worcester County,42.63,-71.9,5850
1431,Ashby,MA,Middlesex County,42.68,-71.81,2920
1432,Ayer,MA,Middlesex County,42.56,-71.58,7440
1434,Devens,MA,Worcester County,42.53,-71.61,420
1436,Baldwinville,MA,Worcester County,42.6,-72.07,2570
1438,East Templeton,MA,Worcester County,42.56,-72.03,704
1440,Gardner,MA,Worcester County,42.58,-71.98,16810
1441,Westminster,MA,Worcester County,42.58,-71.98,0
1450,Groton,MA,Middlesex County,42.6,-71.57,10850
1451,Harvard,MA,Worcester County,42.5,-71.58,5320
1452,Hubbardston,MA,Worcester County,42.48,-72.01,4160
1453,Leominster,MA,Worcester County,42.51,-71.77,38370
1460,Littleton,MA,Middlesex County,42.53,-71.47,9820
1462,Lunenburg,MA,Worcester County,42.59,-71.72,11070
1463,Pepperell,MA,Middlesex County,42.66,-71.58,10910
1464,Shirley,MA,Middlesex County,42.54,-71.65,5650
1467,Still River,MA,Worcester County,42.49,-71.61,318
1468,Templeton,MA,Worcester County,42.55,-72.06,4130
1469,Townsend,MA,Middlesex County,42.66,-71.7,6810
1470,Groton,MA,Middlesex County,42.6,-71.57,0
1471,Groton,MA,Middlesex County,42.6,-71.57,0
1472,West Groton,MA,Middlesex County,42.61,-71.62,352
1473,Westminster,MA,Worcester County,42.55,-71.9,7940
1474,West Townsend,MA,Middlesex County,42.66,-71.74,1880
1475,Winchendon,MA,Worcester County,42.68,-72.04,8850
1477,Winchendon Springs,MA,Worcester County,42.69,-72.01,214
1501,Auburn,MA,Worcester County,42.2,-71.83,15780
1503,Berlin,MA,Worcester County,42.38,-71.63,3000
1504,Blackstone,MA,Worcester County,42.04,-71.53,8490
1505,Boylston,MA,Worcester County,42.35,-71.73,4630
1506,Brookfield,MA,Worcester County,42.21,-72.1,3020
1507,Charlton,MA,Worcester County,42.13,-71.96,12310
1508,Charlton City,MA,Worcester County,42.13,-71.96,958
1509,Charlton Depot,MA,Worcester County,42.13,-71.96,52
1510,Clinton,MA,Worcester County,42.41,-71.68,13190
1515,East Brookfield,MA,Worcester County,42.22,-72.04,2140
1516,Douglas,MA,Worcester County,42.05,-71.73,8470
1517,East Princeton,MA,Worcester County,42.46,-71.89,0
1518,Fiskdale,MA,Worcester County,42.12,-72.11,3120
1519,Grafton,MA,Worcester County,42.2,-71.68,7030
1520,Holden,MA,Worcester County,42.35,-71.85,15860
1521,Holland,MA,Hampden County,42.05,-72.15,2260
1522,Jefferson,MA,Worcester County,42.38,-71.87,3310
1523,Lancaster,MA,Worcester County,42.45,-71.66,6030
1524,Leicester,MA,Worcester County,42.25,-71.9,6090
1525,Linwood,MA,Worcester County,42.11,-71.63,1058
1526,Manchaug,MA,Worcester County,42.12,-71.76,534
1527,Millbury,MA,Worcester County,42.19,-71.76,12730
1529,Millville,MA,Worcester County,42.03,-71.58,3020
1531,New Braintree,MA,Worcester County,42.31,-72.13,930
1532,Northborough,MA,Worcester County,42.31,-71.64,15150
1534,Northbridge,MA,Worcester County,42.15,-71.65,5800
1535,North Brookfield,MA,Worcester County,42.27,-72.08,4140
1536,North Grafton,MA,Worcester County,42.23,-71.69,6930
1537,North Oxford,MA,Worcester County,42.16,-71.88,2040
1538,North Uxbridge,MA,Worcester County,42.05,-71.64,584
1540,Oxford,MA,Worcester County,42.11,-71.87,10280
1541,Princeton,MA,Worcester County,42.45,-71.86,3420
1542,Rochdale,MA,Worcester County,42.2,-71.9,2100
1543,Rutland,MA,Worcester County,42.36,-71.95,8730
1545,Shrewsbury,MA,Worcester County,42.3,-71.71,36410
1546,Shrewsbury,MA,Worcester County,42.3,-71.71,0
1550,Southbridge,MA,Worcester County,42.08,-72.03,15000
1560,South Grafton,MA,Worcester County,42.17,-71.68,4420
1561,South Lancaster,MA,Worcester County,42.44,-71.69,1100
1562,Spencer,MA,Worcester County,42.24,-71.99,10200
1564,Sterling,MA,Worcester County,42.43,-71.75,7790
1566,Sturbridge,MA,Worcester County,42.09,-72.06,6430
1568,Upton,MA,Worcester County,42.17,-71.61,7640
1569,Uxbridge,MA,Worcester County,42.08,-71.6,13130
1570,Webster,MA,Worcester County,42.04,-71.87,15140
1571,Dudley,MA,Worcester County,42.05,-71.93,10480
1580,Westborough,MA,Worcester County,42.26,-71.61,0
1581,Westborough,MA,Worcester County,42.26,-71.61,20030
1582,Westborough,MA,Worcester County,42.26,-71.61,0
1583,West Boylston,MA,Worcester County,42.36,-71.78,6770
1585,West Brookfield,MA,Worcester County,42.23,-72.14,3850
1586,West Millbury,MA,Worcester County,42.19,-71.76,0
1588,Whitinsville,MA,Worcester County,42.11,-71.67,9140
1590,Sutton,MA,Worcester County,42.15,-71.76,8810
1601,Worcester,MA,Worcester County,42.26,-71.8,322
1602,Worcester,MA,Worcester County,42.27,-71.85,20370
1603,Worcester,MA,Worcester County,42.24,-71.84,17210
1604,Worcester,MA,Worcester County,42.25,-71.77,31160
1605,Worcester,MA,Worcester County,42.29,-71.79,22130
1606,Worcester,MA,Worcester County,42.32,-71.8,18170
1607,Worcester,MA,Worcester County,42.23,-71.79,7610
1608,Worcester,MA,Worcester County,42.26,-71.8,3020
1609,Worcester,MA,Worcester County,42.29,-71.83,12920
1610,Worcester,MA,Worcester County,42.25,-71.81,16760
1611,Cherry Valley,MA,Worcester County,42.23,-71.87,1990
1612,Paxton,MA,Worcester County,42.31,-71.93,4400
1613,Worcester,MA,Worcester County,42.26,-71.8,1369
1614,Worcester,MA,Worcester County,42.26,-71.8,68
1615,Worcester,MA,Worcester County,42.26,-71.8,13
1653,Worcester,MA,Worcester County,42.26,-71.8,0
1654,Worcester,MA,Worcester County,42.26,-71.8,0
1655,Worcester,MA,Worcester County,42.26,-71.8,0
1701,Framingham,MA,Middlesex County,42.3,-71.43,30960
1702,Framingham,MA,Middlesex County,42.28,-71.44,27520
1703,Framingham,MA,Middlesex County,42.3,-71.43,160
1704,Framingham,MA,Middlesex County,42.3,-71.43,385
1705,Framingham,MA,Middlesex County,42.3,-71.43,71
1718,Acton,MA,Middlesex County,42.52,-71.43,650
1719,Boxborough,MA,Middlesex County,42.5,-71.5,5310
1720,Acton,MA,Middlesex County,42.48,-71.46,22480
1721,Ashland,MA,Middlesex County,42.25,-71.46,17680
1730,Bedford,MA,Middlesex County,42.48,-71.26,13720
1731,Hanscom AFB,MA,Middlesex County,42.46,-71.28,2340
1740,Bolton,MA,Worcester County,42.43,-71.6,5580
1741,Carlisle,MA,Middlesex County,42.53,-71.35,5260
1742,Concord,MA,Middlesex County,42.45,-71.35,17320
1745,Fayville,MA,Worcester County,42.29,-71.5,420
1746,Holliston,MA,Middlesex County,42.2,-71.43,14680
1747,Hopedale,MA,Worcester County,42.12,-71.54,5710
1748,Hopkinton,MA,Middlesex County,42.22,-71.52,18000
1749,Hudson,MA,Middlesex County,42.39,-71.56,18500
1752,Marlborough,MA,Middlesex County,42.34,-71.54,36140
